"year","month","date_of_month","day_of_week","autos"
2006,10,11,3,14085.9947564097
2006,10,12,4,13984.8091921402
2006,10,13,5,12628.5524638142
2006,10,14,6,8805.16335485469
2006,10,15,7,7756.56605075071
2006,10,16,1,12872.6353115984
2006,10,17,2,14304.2538300195
2006,10,18,3,13877.3720846788
2006,10,19,4,13647.4337850273
2006,10,20,5,13326.9162398504
2006,10,21,6,8803.36206662819
2006,10,22,7,7806.32554875904
2006,10,23,1,12835.5816342296
2006,10,24,2,14155.2345601322
2006,10,25,3,13750.7174626469
2006,10,26,4,13974.4063056356
2006,10,27,5,13374.0001197252
2006,10,28,6,8791.11181878264
2006,10,29,7,7972.04115317862
2006,10,30,1,12466.1449042982
2006,10,31,2,12064.5528793507
2006,11,1,3,13970.1964792637
2006,11,2,4,13919.8911625224
2006,11,3,5,13588.8012998565
2006,11,4,6,8787.48329933025
2006,11,5,7,7956.92386408865
2006,11,6,1,12893.6846152254
2006,11,7,2,13777.2785066231
2006,11,8,3,13797.242576679
2006,11,9,4,13781.6050854196
2006,11,10,5,13570.6249036094
2006,11,11,6,8806.25131677984
2006,11,12,7,7648.39572349491
2006,11,13,1,12546.6351840241
2006,11,14,2,14229.9726204749
2006,11,15,3,13881.6147776256
2006,11,16,4,14073.8654501028
2006,11,17,5,14158.9312429978
2006,11,18,6,8843.46508697083
2006,11,19,7,7578.4213085233
2006,11,20,1,14053.5511815732
2006,11,21,2,14834.191442149
2006,11,22,3,13181.2908109846
2006,11,23,4,7521.90968318406
2006,11,24,5,9639.18954422359
2006,11,25,6,8218.24927220177
2006,11,26,7,7584.75858525841
2006,11,27,1,13149.8547655406
2006,11,28,2,14573.8449396334
2006,11,29,3,13994.9171527581
2006,11,30,4,13412.3854365044
2006,12,1,5,13452.6109421109
2006,12,2,6,8741.58079837742
2006,12,3,7,7604.2959686076
2006,12,4,1,12499.5377218003
2006,12,5,2,13859.2512308656
2006,12,6,3,13840.3166939863
2006,12,7,4,13620.3479519073
2006,12,8,5,12944.5683174622
2006,12,9,6,8767.19487662498
2006,12,10,7,7520.01055660793
2006,12,11,1,12802.7233680026
2006,12,12,2,14302.8308411242
2006,12,13,3,13792.4083989108
2006,12,14,4,13993.8381881581
2006,12,15,5,13489.0872235246
2006,12,16,6,9013.15532205917
2006,12,17,7,7740.23994097967
2006,12,18,1,13596.5468496912
2006,12,19,2,14900.4598574974
2006,12,20,3,14900.6558174756
2006,12,21,4,14451.0457623796
2006,12,22,5,12999.3846036173
2006,12,23,6,8317.45893288301
2006,12,24,7,6707.61785174073
2006,12,25,1,6408.90357948036
2006,12,26,2,11088.3991964013
2006,12,27,3,14794.625665941
2006,12,28,4,14996.4772173714
2006,12,29,5,14401.4942615989
2006,12,30,6,9498.27759883254
2006,12,31,7,7570.2360677547
2007,1,1,1,7322.00454844549
2007,1,2,2,11806.5657944556
2007,1,3,3,13689.2240370325
2007,1,4,4,13563.3154467718
2007,1,5,5,13960.9948016769
2007,1,6,6,8865.38701729052
2007,1,7,7,7578.10860047491
2007,1,8,1,12315.8355600266
2007,1,9,2,13238.3778593661
2007,1,10,3,13262.1639293285
2007,1,11,4,13516.8126890668
2007,1,12,5,13399.9928074696
2007,1,13,6,8667.80399417781
2007,1,14,7,7652.91735870186
2007,1,15,1,11819.2591036594
2007,1,16,2,12825.8960272956
2007,1,17,3,13243.4869436354
2007,1,18,4,13494.9763585118
2007,1,19,5,12920.4087469027
2007,1,20,6,8600.76369122592
2007,1,21,7,7564.04002099857
2007,1,22,1,12453.6201580337
2007,1,23,2,13417.6279772351
2007,1,24,3,13320.0634870075
2007,1,25,4,13448.0530947477
2007,1,26,5,13111.4119753764
2007,1,27,6,8632.67409594058
2007,1,28,7,7631.64955628052
2007,1,29,1,12400.9688712332
2007,1,30,2,13485.3827895343
2007,1,31,3,13307.9512796645
2007,2,1,4,13553.560505923
2007,2,2,5,13305.4651734044
2007,2,3,6,8821.22995773529
2007,2,4,7,7626.21144804365
2007,2,5,1,12368.064054414
2007,2,6,2,13494.3475565628
2007,2,7,3,13466.2057971782
2007,2,8,4,13452.5612212139
2007,2,9,5,13419.4784068573
2007,2,10,6,8730.29908498952
2007,2,11,7,7832.01805620183
2007,2,12,1,12791.0791021998
2007,2,13,2,13438.8521098509
2007,2,14,3,13646.864130845
2007,2,15,4,13642.6813255
2007,2,16,5,13516.7700265784
2007,2,17,6,8939.3181559203
2007,2,18,7,7789.9404402413
2007,2,19,1,11752.4823245111
2007,2,20,2,13465.0953795708
2007,2,21,3,13466.9982316058
2007,2,22,4,13747.1272886349
2007,2,23,5,13346.4375933394
2007,2,24,6,8730.38698448465
2007,2,25,7,7725.10458359425
2007,2,26,1,12578.3930563186
2007,2,27,2,13592.6996173438
2007,2,28,3,13366.3664462347
2007,3,1,4,13571.6105034616
2007,3,2,5,13243.0923153583
2007,3,3,6,8737.76649486093
2007,3,4,7,7565.82278271364
2007,3,5,1,12480.7286185197
2007,3,6,2,13549.804781509
2007,3,7,3,13520.2356280378
2007,3,8,4,13751.2000025541
2007,3,9,5,13508.7532061283
2007,3,10,6,8727.00321698275
2007,3,11,7,7388.92469702895
2007,3,12,1,12524.6944682395
2007,3,13,2,13147.6179497593
2007,3,14,3,13309.7007877989
2007,3,15,4,13472.3874334318
2007,3,16,5,13286.4450271107
2007,3,17,6,8791.52941440807
2007,3,18,7,7682.01619998087
2007,3,19,1,12366.9649560115
2007,3,20,2,13844.5677849163
2007,3,21,3,13710.0723803295
2007,3,22,4,13386.004570499
2007,3,23,5,13463.4838425112
2007,3,24,6,8761.95286523754
2007,3,25,7,7784.13886415819
2007,3,26,1,12463.480700604
2007,3,27,2,13663.4205099982
2007,3,28,3,13418.5916001675
2007,3,29,4,13168.490442736
2007,3,30,5,13137.649525533
2007,3,31,6,8453.28135844887
2007,4,1,7,7372.21216888792
2007,4,2,1,12449.8012689568
2007,4,3,2,13504.5796947961
2007,4,4,3,13728.311133832
2007,4,5,4,13358.7185636876
2007,4,6,5,12306.2956156041
2007,4,7,6,8253.45126122829
2007,4,8,7,6903.28332076956
2007,4,9,1,12120.6687688264
2007,4,10,2,13565.4146898805
2007,4,11,3,13429.8379867336
2007,4,12,4,13609.5299111934
2007,4,13,5,12167.8504421664
2007,4,14,6,8237.69214278517
2007,4,15,7,7224.43658776518
2007,4,16,1,12502.9522982423
2007,4,17,2,13604.7415988337
2007,4,18,3,13387.7496310946
2007,4,19,4,13359.1012236132
2007,4,20,5,13000.0381065992
2007,4,21,6,8302.15755578158
2007,4,22,7,7588.84460846353
2007,4,23,1,12430.2861775473
2007,4,24,2,13519.0278506437
2007,4,25,3,13368.9840792765
2007,4,26,4,13001.8747455467
2007,4,27,5,12795.4011832751
2007,4,28,6,8302.01572752102
2007,4,29,7,7408.8610421137
2007,4,30,1,12180.1905864013
2007,5,1,2,13901.3218613544
2007,5,2,3,13323.906920472
2007,5,3,4,13156.2076751463
2007,5,4,5,12773.3779021353
2007,5,5,6,8375.35999128995
2007,5,6,7,7476.18030790594
2007,5,7,1,12249.4564416565
2007,5,8,2,13265.9768001338
2007,5,9,3,13111.338079241
2007,5,10,4,13502.902419915
2007,5,11,5,13070.5122329281
2007,5,12,6,8489.47734825581
2007,5,13,7,7261.55962290978
2007,5,14,1,12552.8637145827
2007,5,15,2,13995.8711906206
2007,5,16,3,13723.1976320143
2007,5,17,4,13408.8666818872
2007,5,18,5,12781.181095774
2007,5,19,6,8560.50724433302
2007,5,20,7,7576.3908279447
2007,5,21,1,12816.941344521
2007,5,22,2,14143.5478671338
2007,5,23,3,13904.852995126
2007,5,24,4,14009.6794559014
2007,5,25,5,13669.2863627716
2007,5,26,6,8766.15454639661
2007,5,27,7,7606.70804368085
2007,5,28,1,7915.29261834977
2007,5,29,2,13291.7708405011
2007,5,30,3,14568.6301472167
2007,5,31,4,14246.7921079323
2007,6,1,5,13714.5367315366
2007,6,2,6,8977.16654318907
2007,6,3,7,7813.98289084535
2007,6,4,1,12710.2093684661
2007,6,5,2,13849.1665217882
2007,6,6,3,13702.3165999012
2007,6,7,4,13674.0792588761
2007,6,8,5,13592.8279049689
2007,6,9,6,8809.6064854747
2007,6,10,7,7595.21165008309
2007,6,11,1,12825.7542391172
2007,6,12,2,13969.6408134478
2007,6,13,3,13533.459005181
2007,6,14,4,14139.1287701207
2007,6,15,5,13564.1493239601
2007,6,16,6,8967.06224781007
2007,6,17,7,7838.6806451016
2007,6,18,1,13177.088361345
2007,6,19,2,14016.5735640461
2007,6,20,3,13903.2752695652
2007,6,21,4,13837.7949603104
2007,6,22,5,13697.3339648173
2007,6,23,6,9106.10943855081
2007,6,24,7,7710.28929491483
2007,6,25,1,12971.1742478474
2007,6,26,2,14395.5786667402
2007,6,27,3,14317.6391543313
2007,6,28,4,14223.2586896689
2007,6,29,5,13836.4962276845
2007,6,30,6,9014.68951721229
2007,7,1,7,7938.31752016673
2007,7,2,1,13795.4114523942
2007,7,3,2,14814.1615603264
2007,7,4,3,9745.93358642782
2007,7,5,4,13367.0005503498
2007,7,6,5,14141.8029007896
2007,7,7,6,10500.3533209533
2007,7,8,7,8321.6027677159
2007,7,9,1,13473.1260310148
2007,7,10,2,14926.3105353453
2007,7,11,3,14591.4976842833
2007,7,12,4,14114.6380985899
2007,7,13,5,13226.4552587744
2007,7,14,6,9327.6851927888
2007,7,15,7,7984.72062035773
2007,7,16,1,13483.3995381719
2007,7,17,2,14829.6313290389
2007,7,18,3,14347.2893062898
2007,7,19,4,14168.4703304449
2007,7,20,5,14070.2956105551
2007,7,21,6,9355.72741302717
2007,7,22,7,7963.17367445456
2007,7,23,1,13293.9252532767
2007,7,24,2,14782.1003315145
2007,7,25,3,14508.4276117461
2007,7,26,4,14211.9367494249
2007,7,27,5,14353.1675336735
2007,7,28,6,9258.12580007622
2007,7,29,7,8116.62501077707
2007,7,30,1,13436.8932394544
2007,7,31,2,14409.8665544259
2007,8,1,3,14625.8267669397
2007,8,2,4,14239.0921313937
2007,8,3,5,13958.946260354
2007,8,4,6,9084.39407305628
2007,8,5,7,8160.48276277461
2007,8,6,1,13319.9998785628
2007,8,7,2,14672.08962527
2007,8,8,3,14476.6242199534
2007,8,9,4,14314.4699245291
2007,8,10,5,13836.3001809026
2007,8,11,6,9201.48214202824
2007,8,12,7,7947.41277009407
2007,8,13,1,13198.6228130161
2007,8,14,2,14694.3083865174
2007,8,15,3,14628.3225544544
2007,8,16,4,14673.73227745
2007,8,17,5,14137.036360774
2007,8,18,6,9333.65912898597
2007,8,19,7,8114.18801616406
2007,8,20,1,13495.788717527
2007,8,21,2,14541.3742351784
2007,8,22,3,14343.4193566075
2007,8,23,4,14447.0394347897
2007,8,24,5,14162.515760606
2007,8,25,6,9233.93058453171
2007,8,26,7,8025.2526563551
2007,8,27,1,13185.2451661168
2007,8,28,2,14960.0588989992
2007,8,29,3,14516.9648028996
2007,8,30,4,14666.8910499871
2007,8,31,5,14163.6928005583
2007,9,1,6,9464.94143095817
2007,9,2,7,7956.55532884812
2007,9,3,1,8397.95711120187
2007,9,4,2,13600.2749057304
2007,9,5,3,15441.1971353718
2007,9,6,4,15009.5710416982
2007,9,7,5,14817.5233417198
2007,9,8,6,9744.96916131124
2007,9,9,7,8388.42010691672
2007,9,10,1,13843.4168179381
2007,9,11,2,14062.4277076377
2007,9,12,3,14959.7941622361
2007,9,13,4,14523.8798057164
2007,9,14,5,14601.8835021449
2007,9,15,6,9808.34332628065
2007,9,16,7,8283.92345358347
2007,9,17,1,13797.5002764419
2007,9,18,2,15194.8729843519
2007,9,19,3,14782.3638479111
2007,9,20,4,15139.927785938
2007,9,21,5,14471.9938296157
2007,9,22,6,9604.13869750426
2007,9,23,7,8510.6118726929
2007,9,24,1,13534.0447408013
2007,9,25,2,14786.451140861
2007,9,26,3,14418.1122129005
2007,9,27,4,14517.2723945378
2007,9,28,5,13925.0225676122
2007,9,29,6,9196.88767303635
2007,9,30,7,7982.92461048506
2007,10,1,1,13245.3068368642
2007,10,2,2,14231.2479870054
2007,10,3,3,14020.7335593888
2007,10,4,4,13754.8734008847
2007,10,5,5,13650.146310623
2007,10,6,6,8901.13377382245
2007,10,7,7,7858.25342038588
2007,10,8,1,12579.9846659352
2007,10,9,2,14032.9765018249
2007,10,10,3,14086.7611622615
2007,10,11,4,13579.7203321922
2007,10,12,5,13399.0442995597
2007,10,13,6,8754.3656940382
2007,10,14,7,7578.56465004401
2007,10,15,1,12987.7457553955
2007,10,16,2,14040.4271695685
2007,10,17,3,13782.6138022467
2007,10,18,4,13581.472299257
2007,10,19,5,13436.7717371669
2007,10,20,6,8604.9841103201
2007,10,21,7,7723.34779574398
2007,10,22,1,12730.2805919949
2007,10,23,2,13680.7914164032
2007,10,24,3,13770.5753915889
2007,10,25,4,13873.6086117669
2007,10,26,5,13221.379666497
2007,10,27,6,8805.79943676578
2007,10,28,7,7559.58875083877
2007,10,29,1,12647.2512887426
2007,10,30,2,13389.8518461702
2007,10,31,3,11756.9788602256
2007,11,1,4,13926.2584534656
2007,11,2,5,13804.1951743756
2007,11,3,6,8836.82483436621
2007,11,4,7,7974.9434455336
2007,11,5,1,13022.627674075
2007,11,6,2,14156.5699988546
2007,11,7,3,13906.1904811809
2007,11,8,4,13734.0861006326
2007,11,9,5,13540.185294285
2007,11,10,6,8753.49047627826
2007,11,11,7,7921.09582838145
2007,11,12,1,12746.9308208389
2007,11,13,2,13641.1464954655
2007,11,14,3,13849.2168536548
2007,11,15,4,14432.9702413377
2007,11,16,5,14157.0017731397
2007,11,17,6,9123.33604491181
2007,11,18,7,7897.58059963095
2007,11,19,1,13942.953353249
2007,11,20,2,14809.5815500506
2007,11,21,3,13229.7855771496
2007,11,22,4,7566.31574739289
2007,11,23,5,9597.849547241
2007,11,24,6,8378.39496846048
2007,11,25,7,7669.50370394238
2007,11,26,1,13191.9446684304
2007,11,27,2,14706.2792013736
2007,11,28,3,14029.8020579737
2007,11,29,4,13820.1534580526
2007,11,30,5,12965.7972831947
2007,12,1,6,8759.28361934932
2007,12,2,7,7674.43486953896
2007,12,3,1,12580.0040025331
2007,12,4,2,13879.5802479398
2007,12,5,3,13694.4641766789
2007,12,6,4,13516.5102053444
2007,12,7,5,13167.0439200022
2007,12,8,6,8674.94667145647
2007,12,9,7,7603.17117539257
2007,12,10,1,12759.9607106554
2007,12,11,2,13963.0742279124
2007,12,12,3,13904.1596017191
2007,12,13,4,13419.4573784058
2007,12,14,5,13267.1119144781
2007,12,15,6,8656.41788580107
2007,12,16,7,7635.095924827
2007,12,17,1,13454.9113517917
2007,12,18,2,14982.9141571887
2007,12,19,3,14939.9669648765
2007,12,20,4,15213.5402168837
2007,12,21,5,14807.5437788376
2007,12,22,6,9192.58685869215
2007,12,23,7,7398.25485592538
2007,12,24,1,7727.50544234524
2007,12,25,2,6624.62570640256
2007,12,26,3,12304.4565730404
2007,12,27,4,15589.7081830298
2007,12,28,5,15554.3800567734
2007,12,29,6,9960.55301160573
2007,12,30,7,8191.75807841473
2007,12,31,1,11100.8574100408
2008,1,1,2,8013.90232566077
2008,1,2,3,11728.9467266025
2008,1,3,4,13690.2546040881
2008,1,4,5,13798.1134923615
2008,1,5,6,9113.58928103323
2008,1,6,7,7611.27062779349
2008,1,7,1,12333.9681270157
2008,1,8,2,13335.4034372231
2008,1,9,3,13022.0279346429
2008,1,10,4,13617.0355928088
2008,1,11,5,13413.0407009227
2008,1,12,6,8711.30769099195
2008,1,13,7,7408.40662441775
2008,1,14,1,12565.775161148
2008,1,15,2,13344.0272206744
2008,1,16,3,13182.8399728061
2008,1,17,4,13331.0913291014
2008,1,18,5,13472.5808914386
2008,1,19,6,8478.81764534069
2008,1,20,7,7480.98762423286
2008,1,21,1,11883.3420576417
2008,1,22,2,13297.3310407869
2008,1,23,3,13458.4831031551
2008,1,24,4,13484.1037485888
2008,1,25,5,13304.8169670218
2008,1,26,6,8716.46822889278
2008,1,27,7,7642.79222545009
2008,1,28,1,12589.5632092964
2008,1,29,2,13412.4570033914
2008,1,30,3,13234.9205298464
2008,1,31,4,13185.3769613342
2008,2,1,5,13190.2823636373
2008,2,2,6,8646.33672889159
2008,2,3,7,7616.04566722529
2008,2,4,1,12590.2051495334
2008,2,5,2,13447.7043790904
2008,2,6,3,13336.6229618077
2008,2,7,4,13637.0487921916
2008,2,8,5,13582.1060099714
2008,2,9,6,8861.32359291107
2008,2,10,7,7637.18586892835
2008,2,11,1,12577.2777476662
2008,2,12,2,13867.9463933548
2008,2,13,3,13124.1635748535
2008,2,14,4,14206.2592838024
2008,2,15,5,13696.5212533073
2008,2,16,6,8780.09026772465
2008,2,17,7,7645.36344426445
2008,2,18,1,12030.9216361305
2008,2,19,2,13547.7501414306
2008,2,20,3,13418.1367762123
2008,2,21,4,13506.9699175403
2008,2,22,5,13184.9864719762
2008,2,23,6,8972.52124041731
2008,2,24,7,7504.99488109727
2008,2,25,1,12622.1834200834
2008,2,26,2,13500.1539091812
2008,2,27,3,13318.4018399843
2008,2,28,4,13673.7506953575
2008,2,29,5,11629.6193256864
2008,3,1,6,8832.28796200647
2008,3,2,7,7534.15083128818
2008,3,3,1,12620.4046559577
2008,3,4,2,13623.8963616465
2008,3,5,3,13160.4718661909
2008,3,6,4,13279.288813575
2008,3,7,5,13104.3238124314
2008,3,8,6,8409.63357363697
2008,3,9,7,7217.71789391903
2008,3,10,1,12646.4110891054
2008,3,11,2,13571.1432473559
2008,3,12,3,13352.6505306933
2008,3,13,4,13035.4789843769
2008,3,14,5,13321.082215033
2008,3,15,6,8804.08230137727
2008,3,16,7,7625.98764990725
2008,3,17,1,13004.6337817829
2008,3,18,2,13763.8945370369
2008,3,19,3,13356.284638004
2008,3,20,4,13613.4607224002
2008,3,21,5,12607.3388231204
2008,3,22,6,8475.67616658345
2008,3,23,7,7174.46989894796
2008,3,24,1,12352.7281308764
2008,3,25,2,13572.5603399111
2008,3,26,3,13117.0263741485
2008,3,27,4,13225.659315965
2008,3,28,5,12886.8623932362
2008,3,29,6,8616.77659188707
2008,3,30,7,7367.90341456537
2008,3,31,1,12211.2174705863
2008,4,1,2,12771.9869824567
2008,4,2,3,13491.6957880553
2008,4,3,4,13339.6757721833
2008,4,4,5,13404.3143936562
2008,4,5,6,8599.28972933655
2008,4,6,7,7606.48315093739
2008,4,7,1,12312.6002381688
2008,4,8,2,13525.7112925324
2008,4,9,3,13010.965458681
2008,4,10,4,13236.1026526651
2008,4,11,5,13051.1760246576
2008,4,12,6,8530.46983900085
2008,4,13,7,7386.30395603129
2008,4,14,1,12386.0052883028
2008,4,15,2,13273.5643868442
2008,4,16,3,13119.9494262263
2008,4,17,4,13165.4853974938
2008,4,18,5,13090.5646842596
2008,4,19,6,8694.90270612622
2008,4,20,7,7504.87528353361
2008,4,21,1,12376.7413585974
2008,4,22,2,13428.0904198673
2008,4,23,3,13283.2788919849
2008,4,24,4,13317.1765925888
2008,4,25,5,12851.3033801932
2008,4,26,6,8304.58604922703
2008,4,27,7,7439.54149732005
2008,4,28,1,12325.6465618187
2008,4,29,2,13313.1713922135
2008,4,30,3,13210.0397272727
2008,5,1,4,13519.3282921414
2008,5,2,5,12869.951880661
2008,5,3,6,8328.686573513
2008,5,4,7,7135.59863730599
2008,5,5,1,12479.5940889857
2008,5,6,2,13417.4379647219
2008,5,7,3,13057.9314129047
2008,5,8,4,13386.9653044205
2008,5,9,5,12933.4264751426
2008,5,10,6,8553.16789603175
2008,5,11,7,7293.18900963384
2008,5,12,1,12612.9680349146
2008,5,13,2,13238.6097891198
2008,5,14,3,13404.6230215195
2008,5,15,4,13520.7954630886
2008,5,16,5,13059.9073482838
2008,5,17,6,8245.89326368368
2008,5,18,7,7572.22353615546
2008,5,19,1,12613.4508894022
2008,5,20,2,13910.4429220546
2008,5,21,3,13853.909714792
2008,5,22,4,13729.8424133228
2008,5,23,5,13340.7708911385
2008,5,24,6,8529.4317611237
2008,5,25,7,7440.61289710635
2008,5,26,1,7948.63608795685
2008,5,27,2,13181.7944878687
2008,5,28,3,14397.7521543566
2008,5,29,4,13783.2553557507
2008,5,30,5,13601.6947972729
2008,5,31,6,8864.26853553598
2008,6,1,7,7650.25277731863
2008,6,2,1,12590.547681223
2008,6,3,2,13459.1230074456
2008,6,4,3,13595.9421912971
2008,6,5,4,13438.8678322148
2008,6,6,5,13160.5094823394
2008,6,7,6,8708.20249287324
2008,6,8,7,7728.38170747097
2008,6,9,1,12449.2168301451
2008,6,10,2,13788.0261937883
2008,6,11,3,13608.2326524468
2008,6,12,4,13795.4079148396
2008,6,13,5,12394.9577262563
2008,6,14,6,8603.19539471839
2008,6,15,7,7777.04163779309
2008,6,16,1,12732.0833660549
2008,6,17,2,13755.6883387948
2008,6,18,3,13636.9937909425
2008,6,19,4,13451.9211863357
2008,6,20,5,13403.3625508668
2008,6,21,6,8857.23440772007
2008,6,22,7,7651.50689618394
2008,6,23,1,12792.2186672509
2008,6,24,2,13983.0589805307
2008,6,25,3,13728.6182955241
2008,6,26,4,13546.5986842487
2008,6,27,5,13411.5194960169
2008,6,28,6,8992.36501149688
2008,6,29,7,7839.31107730596
2008,6,30,1,12898.5299916393
2008,7,1,2,14349.3208349708
2008,7,2,3,14188.4920051149
2008,7,3,4,14182.4595824367
2008,7,4,5,9447.62538720364
2008,7,5,6,8060.73792097065
2008,7,6,7,7724.03223312675
2008,7,7,1,13341.2801246942
2008,7,8,2,14769.9505895504
2008,7,9,3,14100.7496365145
2008,7,10,4,13951.9125006817
2008,7,11,5,13696.7753983633
2008,7,12,6,9084.50544477025
2008,7,13,7,7884.2792049004
2008,7,14,1,12880.5126824079
2008,7,15,2,14219.5458515704
2008,7,16,3,14016.7974781636
2008,7,17,4,13987.4478017351
2008,7,18,5,13543.5084986816
2008,7,19,6,8978.52252880372
2008,7,20,7,8001.98908200737
2008,7,21,1,13051.8858265089
2008,7,22,2,14240.060293471
2008,7,23,3,13994.1551764962
2008,7,24,4,13621.1279457456
2008,7,25,5,13416.6296275819
2008,7,26,6,8897.87042381782
2008,7,27,7,7938.98076895507
2008,7,28,1,13053.2572617607
2008,7,29,2,14259.0488525489
2008,7,30,3,13883.3379139093
2008,7,31,4,13938.4298406223
2008,8,1,5,13684.2268482733
2008,8,2,6,9017.17091200069
2008,8,3,7,7910.67768038495
2008,8,4,1,13155.1183999146
2008,8,5,2,13982.7000743839
2008,8,6,3,13800.6434095779
2008,8,7,4,13862.2268324191
2008,8,8,5,15373.4161634582
2008,8,9,6,9230.77484812081
2008,8,10,7,7951.00762425392
2008,8,11,1,13184.7225893911
2008,8,12,2,14336.036333798
2008,8,13,3,13934.8870542925
2008,8,14,4,14248.8173266084
2008,8,15,5,13890.8997049691
2008,8,16,6,9180.16996023285
2008,8,17,7,7846.67680458457
2008,8,18,1,13404.7496212738
2008,8,19,2,14345.6868774215
2008,8,20,3,14084.4985440685
2008,8,21,4,14010.7709642392
2008,8,22,5,13924.1753637369
2008,8,23,6,8997.36384906404
2008,8,24,7,8008.9170398737
2008,8,25,1,13050.4752662369
2008,8,26,2,14259.3963106527
2008,8,27,3,14213.3711813896
2008,8,28,4,14718.903606842
2008,8,29,5,14258.4484009424
2008,8,30,6,9181.71543360668
2008,8,31,7,8001.58228078855
2008,9,1,1,8103.22036641507
2008,9,2,2,13487.6777547237
2008,9,3,3,14655.9520053123
2008,9,4,4,14980.8696970799
2008,9,5,5,14474.7685672589
2008,9,6,6,9448.7296589157
2008,9,7,7,8208.28392458609
2008,9,8,1,13437.064118327
2008,9,9,2,14567.6394336897
2008,9,10,3,14474.736793605
2008,9,11,4,13390.4433703621
2008,9,12,5,14313.1499213328
2008,9,13,6,9551.4052378387
2008,9,14,7,8405.92821747054
2008,9,15,1,13774.5343622974
2008,9,16,2,14735.3772426666
2008,9,17,3,14315.9391090736
2008,9,18,4,14512.2632222421
2008,9,19,5,14152.3293182133
2008,9,20,6,9228.52048185719
2008,9,21,7,8181.95959049516
2008,9,22,1,13244.4692335191
2008,9,23,2,14464.4538919985
2008,9,24,3,14014.5673948802
2008,9,25,4,14176.9286528097
2008,9,26,5,13705.4324499154
2008,9,27,6,9168.86932683579
2008,9,28,7,7892.99720635825
2008,9,29,1,12819.6970148503
2008,9,30,2,13738.3105349912
2008,10,1,3,13760.907175465
2008,10,2,4,13741.2448699573
2008,10,3,5,13188.9748735372
2008,10,4,6,8788.26381722442
2008,10,5,7,7608.2648032045
2008,10,6,1,12557.4420549408
2008,10,7,2,13728.7571688851
2008,10,8,3,13498.9729756468
2008,10,9,4,13302.7380708817
2008,10,10,5,13264.5754011693
2008,10,11,6,8625.1253080175
2008,10,12,7,7588.94446346102
2008,10,13,1,11615.340727247
2008,10,14,2,13397.5276685699
2008,10,15,3,13299.6321930687
2008,10,16,4,13163.9953156198
2008,10,17,5,12956.7179102675
2008,10,18,6,8372.73769313389
2008,10,19,7,7205.41002235582
2008,10,20,1,12385.4993317182
2008,10,21,2,13477.6374832439
2008,10,22,3,13256.1051755432
2008,10,23,4,13239.3888785215
2008,10,24,5,12871.1978520282
2008,10,25,6,8408.64388606398
2008,10,26,7,7319.94646057142
2008,10,27,1,12357.777780996
2008,10,28,2,13529.041707242
2008,10,29,3,12953.9103659929
2008,10,30,4,12948.6364755841
2008,10,31,5,11010.6957261373
2008,11,1,6,8394.83359973209
2008,11,2,7,7806.7611343879
2008,11,3,1,12887.7811086734
2008,11,4,2,13242.4501157929
2008,11,5,3,13040.5035179717
2008,11,6,4,13153.1852940585
2008,11,7,5,13201.7556613322
2008,11,8,6,8537.81406587583
2008,11,9,7,7305.68620486774
2008,11,10,1,12334.0875104592
2008,11,11,2,13323.6110541131
2008,11,12,3,12852.0907877609
2008,11,13,4,12540.4757792269
2008,11,14,5,12823.1101512541
2008,11,15,6,8377.73066101951
2008,11,16,7,7223.5154048259
2008,11,17,1,12251.7000037721
2008,11,18,2,13201.8098943161
2008,11,19,3,12873.5659421934
2008,11,20,4,13436.7466947427
2008,11,21,5,13189.5013939367
2008,11,22,6,8448.29974589715
2008,11,23,7,7302.27508762884
2008,11,24,1,13494.3224120534
2008,11,25,2,13930.0446332372
2008,11,26,3,12243.2287075582
2008,11,27,4,7126.51890382335
2008,11,28,5,9248.21061010779
2008,11,29,6,7802.09864824192
2008,11,30,7,7314.32246203652
2008,12,1,1,13028.6991438902
2008,12,2,2,14137.1838894639
2008,12,3,3,13318.1614289906
2008,12,4,4,13248.934697516
2008,12,5,5,12732.8346530952
2008,12,6,6,8423.04081941165
2008,12,7,7,7283.07296117188
2008,12,8,1,12323.5626035245
2008,12,9,2,13110.9183723813
2008,12,10,3,13111.5038291161
2008,12,11,4,12849.3125074009
2008,12,12,5,12905.2020502045
2008,12,13,6,8435.72871435363
2008,12,14,7,7380.84448247134
2008,12,15,1,12378.0618261421
2008,12,16,2,13899.871060025
2008,12,17,3,13813.7566427793
2008,12,18,4,14323.2560388129
2008,12,19,5,14008.1237653089
2008,12,20,6,8664.19645731922
2008,12,21,7,7636.02159521911
2008,12,22,1,13831.4586618406
2008,12,23,2,13375.3486570138
2008,12,24,3,9234.47781941496
2008,12,25,4,6471.72899661808
2008,12,26,5,10890.6320761927
2008,12,27,6,8728.91044992164
2008,12,28,7,7678.68938657212
2008,12,29,1,13951.7570421511
2008,12,30,2,15644.4147481488
2008,12,31,3,12904.6087978453
2009,1,1,4,8145.35906976447
2009,1,2,5,10995.8732457793
2009,1,3,6,8338.1666038538
2009,1,4,7,7282.74976304682
2009,1,5,1,12123.2919797985
2009,1,6,2,13219.6922038922
2009,1,7,3,13119.1279347719
2009,1,8,4,13020.241168417
2009,1,9,5,12645.2675843596
2009,1,10,6,8234.49873722459
2009,1,11,7,7121.07144028859
2009,1,12,1,12177.0601264331
